"id","status_group"
25515,"non functional"
30870,"non functional"
34228,"functional"
42698,"non functional"
31674,"functional"
2848,"functional"
52616,"non functional"
28760,"functional"
1188,"functional"
13957,"non functional"
20847,"non functional"
39895,"non functional"
44133,"functional"
47704,"non functional"
68173,"functional"
40526,"functional"
26285,"non functional"
67502,"functional"
57809,"functional"
3915,"non functional"
69110,"non functional"
21675,"non functional"
16738,"functional"
13627,"non functional"
13404,"functional"
16649,"functional"
8572,"non functional"
71169,"functional"
71519,"functional"
72287,"non functional"
19168,"non functional"
25981,"non functional"
33996,"functional"
69749,"non functional"
53037,"functional"
49611,"functional"
52353,"non functional"
71599,"functional"
29631,"functional"
54016,"non functional"
71623,"non functional"
67739,"non functional"
30275,"functional"
29073,"non functional"
59974,"functional"
47612,"functional"
15654,"non functional"
12002,"functional"
10489,"functional"
49293,"non functional"
23467,"non functional"
6668,"non functional"
6876,"functional"
11289,"non functional"
30283,"functional"
55091,"functional"
26166,"non functional"
3449,"functional"
7498,"functional"
62730,"non functional"
68654,"non functional"
5300,"non functional"
22742,"functional"
2653,"non functional"
71210,"functional"
24301,"functional"
51174,"non functional"
57324,"functional"
47760,"functional"
34478,"non functional"
44012,"non functional"
50314,"non functional"
24528,"functional"
57041,"non functional"
6407,"functional"
42635,"functional"
73702,"non functional"
67087,"functional"
7398,"functional"
20430,"non functional"
60819,"non functional"
59586,"non functional"
49192,"functional"
39902,"non functional"
52301,"functional"
50482,"functional"
36023,"non functional"
42509,"functional"
42398,"functional"
56132,"non functional"
37018,"non functional"
33205,"non functional"
57405,"functional"
66229,"non functional"
22953,"functional"
67348,"functional"
10496,"non functional"
49208,"functional"
29525,"functional"
51648,"non functional"
49307,"non functional"
6408,"non functional"
53899,"functional"
46623,"non functional"
12537,"functional"
1365,"functional"
54115,"non functional"
52656,"functional"
40498,"functional"
48970,"non functional"
56235,"non functional"
36070,"non functional"
63964,"functional"
32271,"non functional"
15011,"functional"
38607,"functional"
39836,"non functional"
65630,"functional"
58295,"functional"
4210,"non functional"
3161,"non functional"
21846,"non functional"
28509,"functional"
20933,"non functional"
20195,"functional"
528,"functional"
55726,"non functional"
39291,"functional"
39436,"functional"
29216,"non functional"
12682,"non functional"
48580,"non functional"
22504,"functional"
54078,"non functional"
18687,"functional"
41128,"functional"
73213,"non functional"
52967,"functional"
73043,"functional"
23440,"non functional"
51098,"non functional"
37286,"non functional"
3953,"functional"
70347,"non functional"
61706,"functional"
45392,"functional"
12844,"non functional"
8890,"functional"
49091,"functional"
44085,"non functional"
19625,"non functional"
44799,"non functional"
36158,"functional"
36397,"non functional"
13057,"functional"
5874,"functional"
9067,"non functional"
15956,"functional"
3693,"functional"
65220,"non functional"
31365,"non functional"
60072,"non functional"
45524,"functional"
536,"non functional"
21099,"functional"
45506,"functional"
39120,"non functional"
66657,"functional"
20094,"functional"
20309,"non functional"
49113,"non functional"
44016,"non functional"
7210,"functional"
34555,"non functional"
16088,"functional"
25292,"functional"
60748,"non functional"
27452,"functional"
59367,"functional"
59662,"non functional"
63833,"non functional"
63706,"non functional"
40887,"functional"
3501,"non functional"
20532,"functional"
1386,"functional"
34149,"non functional"
43398,"functional"
49223,"functional"
58176,"non functional"
57623,"non functional"
12860,"non functional"
30913,"functional"
45960,"non functional"
34432,"functional"
17486,"functional"
65669,"non functional"
37837,"functional"
73292,"functional"
11651,"non functional"
29408,"non functional"
37866,"non functional"
69690,"functional"
53995,"non functional"
53366,"functional"
39328,"functional"
2320,"non functional"
67731,"functional"
57014,"functional"
62940,"non functional"
50725,"non functional"
2855,"non functional"
25922,"functional"
19440,"non functional"
31206,"functional"
2349,"functional"
57290,"non functional"
9508,"functional"
66849,"functional"
62431,"non functional"
23245,"non functional"
21360,"non functional"
44870,"functional"
64287,"non functional"
44968,"functional"
61846,"functional"
49580,"non functional"
15928,"functional"
25900,"functional"
31819,"non functional"
48103,"non functional"
49852,"non functional"
17098,"functional"
1767,"non functional"
33791,"functional"
60357,"functional"
27287,"non functional"
50174,"functional"
60161,"functional"
10484,"non functional"
33521,"non functional"
56320,"non functional"
33643,"functional"
22899,"non functional"
63343,"functional"
29869,"functional"
41463,"non functional"
23539,"functional"
2230,"functional"
26037,"non functional"
375,"non functional"
39654,"non functional"
53096,"functional"
60168,"non functional"
16990,"functional"
21007,"functional"
14315,"non functional"
2177,"functional"
49269,"functional"
4671,"non functional"
44176,"non functional"
40998,"non functional"
7333,"functional"
64091,"non functional"
68831,"functional"
42058,"functional"
7902,"non functional"
65022,"functional"
28086,"functional"
45360,"non functional"
45083,"non functional"
32905,"non functional"
39259,"functional"
38013,"non functional"
38895,"functional"
35123,"functional"
7111,"non functional"
35613,"functional"
49983,"functional"
7539,"non functional"
70967,"non functional"
37779,"non functional"
17732,"functional"
40619,"non functional"
13128,"functional"
62321,"functional"
41884,"non functional"
22763,"functional"
56616,"functional"
48446,"non functional"
59810,"non functional"
15364,"non functional"
28596,"functional"
16194,"non functional"
63304,"functional"
18910,"functional"
60481,"non functional"
42567,"functional"
44374,"functional"
1807,"non functional"
51223,"non functional"
15702,"non functional"
11806,"functional"
54631,"non functional"
27402,"functional"
3372,"functional"
64730,"non functional"
17064,"functional"
26829,"functional"
9453,"non functional"
67241,"non functional"
73217,"non functional"
66403,"functional"
48472,"non functional"
64553,"functional"
24516,"functional"
20160,"non functional"
6966,"functional"
65057,"functional"
17269,"non functional"
11662,"non functional"
27280,"non functional"
39968,"functional"
33060,"non functional"
50189,"functional"
8863,"functional"
18527,"non functional"
49700,"functional"
71248,"functional"
52907,"non functional"
7891,"non functional"
50648,"non functional"
51640,"functional"
56160,"non functional"
61205,"functional"
37237,"functional"
39476,"non functional"
12645,"functional"
65423,"functional"
59104,"non functional"
12613,"non functional"
20577,"non functional"
32896,"functional"
22800,"non functional"
15436,"functional"
28147,"functional"
62337,"non functional"
46824,"functional"
37508,"functional"
55768,"non functional"
60117,"non functional"
59651,"non functional"
40212,"functional"
73448,"non functional"
51073,"functional"
5001,"functional"
33581,"non functional"
71443,"functional"
52469,"functional"
56512,"non functional"
36028,"non functional"
22096,"non functional"
48869,"functional"
2988,"non functional"
18857,"functional"
5138,"functional"
13512,"non functional"
20209,"functional"
48604,"functional"
66879,"non functional"
40331,"non functional"
49860,"non functional"
43322,"functional"
13054,"non functional"
51553,"functional"
10459,"functional"
58533,"non functional"
31297,"functional"
63877,"functional"
42620,"non functional"
45603,"non functional"
5494,"non functional"
22161,"functional"
3807,"non functional"
9865,"functional"
23557,"functional"
48471,"non functional"
13087,"functional"
67705,"functional"
31275,"non functional"
66376,"non functional"
29811,"non functional"
47938,"functional"
60613,"non functional"
13300,"functional"
42764,"functional"
62481,"non functional"
5483,"functional"
72602,"functional"
72209,"non functional"
60017,"non functional"
320,"non functional"
44190,"functional"
44812,"non functional"
19675,"functional"
24619,"functional"
51059,"non functional"
4253,"functional"
64624,"functional"
3451,"non functional"
28982,"non functional"
11328,"non functional"
41177,"functional"
15005,"non functional"
42649,"functional"
33997,"functional"
9917,"non functional"
55120,"functional"
59177,"functional"
17066,"non functional"
8462,"non functional"
28474,"non functional"
19611,"functional"
53689,"non functional"
69613,"functional"
40335,"functional"
21223,"non functional"
48646,"functional"
58015,"functional"
56587,"non functional"
47054,"non functional"
66850,"non functional"
19266,"functional"
41509,"non functional"
50766,"functional"
14113,"functional"
42577,"non functional"
60521,"functional"
31241,"functional"
31095,"non functional"
42850,"non functional"
37852,"non functional"
62257,"functional"
9974,"non functional"
55266,"functional"
58758,"functional"
28508,"non functional"
4268,"functional"
29508,"functional"
51429,"non functional"
58930,"non functional"
21969,"non functional"
37997,"functional"
71748,"non functional"
3149,"functional"
74152,"functional"
60368,"non functional"
16858,"functional"
37670,"functional"
35354,"non functional"
7892,"non functional"
47875,"non functional"
6277,"functional"
1223,"non functional"
17318,"functional"
9651,"functional"
889,"non functional"
4613,"functional"
32108,"functional"
17178,"non functional"
72309,"non functional"
36341,"non functional"
7495,"functional"
61011,"non functional"
31353,"functional"
12647,"functional"
50067,"non functional"
54404,"functional"
45856,"functional"
56731,"non functional"
11704,"non functional"
38790,"non functional"
36015,"functional"
2720,"non functional"
40229,"functional"
43850,"functional"
36182,"non functional"
37563,"functional"
39146,"functional"
28766,"non functional"
67633,"non functional"
24922,"non functional"
51987,"functional"
52414,"non functional"
21708,"functional"
48070,"functional"
69586,"non functional"
16882,"functional"
23894,"functional"
18759,"non functional"
62851,"non functional"
50087,"non functional"
42665,"functional"
11705,"non functional"
24892,"functional"
26397,"functional"
15550,"non functional"
37931,"functional"
52844,"functional"
8024,"non functional"
40987,"non functional"
